SEASON_YEAR,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,TEAM_ID
2008-09,106.6,104.6,2,0.561,1.58,16.4,0.26,0.716,0.489,0.139,0.504,0.546,92.04,0.507,1610612737
2008-09,108.1,99.4,8.7,0.606,1.45,17.9,0.279,0.756,0.528,0.167,0.528,0.571,92.75,0.562,1610612738
2008-09,109.7,99.4,10.3,0.55,1.59,16.6,0.277,0.746,0.52,0.139,0.519,0.56,91.22,0.559,1610612739
2008-09,106.2,104.1,2,0.553,1.56,16.4,0.246,0.749,0.498,0.139,0.501,0.548,90.04,0.515,1610612740
2008-09,105.1,105.8,-0.7,0.554,1.45,16.2,0.28,0.709,0.496,0.15,0.493,0.541,95.79,0.499,1610612741
2008-09,108.1,105.3,2.8,0.569,1.71,17.1,0.266,0.746,0.508,0.135,0.504,0.55,93.85,0.522,1610612742
2008-09,107.5,103.5,4,0.595,1.45,17,0.275,0.717,0.502,0.158,0.512,0.563,97,0.529,1610612743
2008-09,106.6,110.1,-3.5,0.53,1.42,15.5,0.261,0.681,0.472,0.144,0.497,0.549,100.95,0.478,1610612744
2008-09,105.4,101.4,4,0.562,1.44,16.3,0.264,0.753,0.519,0.151,0.501,0.548,92.67,0.53,1610612745
2008-09,99.5,108.8,-9.2,0.583,1.41,16.5,0.251,0.712,0.475,0.156,0.481,0.52,94.57,0.441,1610612746
2008-09,109.8,101.9,7.9,0.577,1.73,17.5,0.294,0.73,0.514,0.138,0.513,0.555,96.93,0.547,1610612747
2008-09,105.1,104.7,0.4,0.551,1.63,16.4,0.246,0.729,0.486,0.134,0.5,0.54,92.29,0.505,1610612748
2008-09,103.8,104.9,-1.2,0.599,1.56,17,0.278,0.74,0.499,0.147,0.483,0.531,95.18,0.485,1610612749
2008-09,102.6,109.1,-6.5,0.561,1.44,16,0.277,0.75,0.505,0.149,0.481,0.526,94.14,0.453,1610612750
2008-09,105.4,108.2,-2.8,0.559,1.52,16.2,0.252,0.735,0.49,0.141,0.497,0.543,92.3,0.474,1610612751
2008-09,105.3,108.4,-3.1,0.551,1.48,16,0.244,0.727,0.478,0.143,0.503,0.544,99.03,0.467,1610612752
2008-09,107.2,98.9,8.3,0.544,1.39,15.7,0.24,0.759,0.507,0.148,0.52,0.559,94.59,0.545,1610612753
2008-09,105.4,106.5,-1.2,0.551,1.49,16.3,0.254,0.745,0.498,0.145,0.501,0.545,98.94,0.489,1610612754
2008-09,104.7,104.7,0,0.55,1.42,16,0.313,0.714,0.512,0.152,0.485,0.532,92.61,0.503,1610612755
2008-09,111.2,108.5,2.6,0.565,1.48,17.5,0.277,0.717,0.506,0.16,0.545,0.584,98.39,0.525,1610612756
2008-09,110.7,104.5,6.2,0.552,1.58,16.5,0.326,0.75,0.535,0.143,0.511,0.553,89.23,0.531,1610612757
2008-09,102.6,111.9,-9.3,0.541,1.28,15.4,0.245,0.699,0.47,0.158,0.491,0.542,96.77,0.44,1610612758
2008-09,106.2,102,4.3,0.571,1.8,17.4,0.221,0.78,0.504,0.129,0.513,0.548,90.4,0.523,1610612759
2008-09,99.9,106.9,-7,0.555,1.25,15.7,0.286,0.739,0.508,0.167,0.471,0.521,96.11,0.464,1610612760
2008-09,104.3,107.1,-2.8,0.601,1.67,17.6,0.24,0.737,0.491,0.141,0.494,0.542,94.44,0.492,1610612761
2008-09,107.1,104.7,2.5,0.644,1.67,18.6,0.282,0.727,0.505,0.153,0.504,0.554,95.58,0.535,1610612762
2008-09,100.9,106.8,-5.9,0.497,1.14,14.4,0.258,0.735,0.493,0.164,0.486,0.533,92.45,0.457,1610612763
2008-09,102.3,111.2,-8.9,0.548,1.43,15.9,0.277,0.714,0.49,0.149,0.48,0.524,93.39,0.448,1610612764
2008-09,104.5,105.2,-0.8,0.567,1.74,16.8,0.279,0.74,0.506,0.132,0.483,0.524,89.08,0.496,1610612765
2008-09,101.6,103.4,-1.8,0.607,1.36,17.1,0.277,0.73,0.505,0.169,0.494,0.536,90.82,0.495,1610612766
