SEASON_YEAR,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,TEAM_ID
2015-16,103,98.8,4.1,0.663,1.71,19.1,0.191,0.746,0.475,0.15,0.516,0.552,99.4,0.528,1610612737
2015-16,103.9,100.9,3,0.616,1.76,17.6,0.251,0.746,0.494,0.135,0.488,0.531,101.15,0.52,1610612738
2015-16,108.1,102.3,5.8,0.587,1.67,17.5,0.251,0.785,0.52,0.141,0.524,0.558,95.48,0.528,1610612739
2015-16,103.2,107.3,-4.1,0.577,1.65,16.9,0.212,0.788,0.49,0.135,0.498,0.537,98.91,0.472,1610612740
2015-16,102.1,103.9,-1.8,0.591,1.64,17.1,0.245,0.749,0.502,0.14,0.487,0.526,98.25,0.494,1610612741
2015-16,104.8,104.3,0.6,0.592,1.73,17.2,0.206,0.762,0.485,0.131,0.502,0.544,96.4,0.503,1610612742
2015-16,102.7,106.4,-3.7,0.601,1.55,17,0.258,0.773,0.511,0.148,0.489,0.531,98.16,0.479,1610612743
2015-16,112.5,100.9,11.6,0.68,1.91,20.5,0.235,0.76,0.513,0.149,0.563,0.593,101.65,0.567,1610612744
2015-16,105.5,105.6,-0.2,0.589,1.39,16.5,0.257,0.728,0.491,0.158,0.516,0.553,100.08,0.49,1610612745
2015-16,106.5,100.9,5.5,0.596,1.76,17.6,0.201,0.738,0.474,0.132,0.524,0.556,97.97,0.533,1610612746
2015-16,98.6,109.3,-10.7,0.513,1.31,14.1,0.231,0.747,0.48,0.139,0.46,0.509,97.99,0.424,1610612747
2015-16,104.2,101.5,2.6,0.543,1.48,16.4,0.238,0.778,0.517,0.147,0.508,0.545,95.75,0.525,1610612748
2015-16,102.2,105.7,-3.5,0.603,1.52,17.7,0.249,0.731,0.492,0.157,0.499,0.537,96.55,0.483,1610612749
2015-16,104.3,107.1,-2.8,0.619,1.56,17.8,0.243,0.747,0.498,0.153,0.498,0.549,97.59,0.497,1610612750
2015-16,100.9,108.5,-7.6,0.583,1.51,17.1,0.241,0.757,0.494,0.151,0.492,0.527,97.37,0.46,1610612751
2015-16,102,104.8,-2.8,0.557,1.53,16.1,0.237,0.758,0.501,0.139,0.483,0.527,95.83,0.487,1610612752
2015-16,102.6,104.6,-2,0.596,1.67,17.7,0.231,0.765,0.494,0.142,0.5,0.533,98.16,0.488,1610612753
2015-16,102.4,100.2,2.2,0.554,1.43,16.2,0.234,0.76,0.498,0.149,0.497,0.536,98.99,0.518,1610612754
2015-16,96.6,106.7,-10,0.594,1.31,16.3,0.206,0.74,0.464,0.162,0.487,0.519,100.23,0.428,1610612755
2015-16,99.4,107,-7.6,0.558,1.21,15.5,0.254,0.771,0.506,0.169,0.487,0.526,100.86,0.45,1610612756
2015-16,106.1,105.6,0.6,0.552,1.46,16.2,0.259,0.762,0.51,0.148,0.511,0.548,98.31,0.493,1610612757
2015-16,103.3,106.3,-3,0.612,1.52,17.7,0.239,0.749,0.496,0.157,0.51,0.546,102.24,0.494,1610612758
2015-16,108.4,96.6,11.8,0.611,1.88,18.9,0.23,0.791,0.52,0.137,0.526,0.564,95.72,0.578,1610612759
2015-16,109.9,103,6.9,0.558,1.44,16.8,0.311,0.76,0.547,0.159,0.524,0.565,99.37,0.546,1610612760
2015-16,107,102.7,4.3,0.511,1.43,15,0.246,0.777,0.516,0.136,0.504,0.552,95.31,0.525,1610612761
2015-16,103.1,101.6,1.6,0.526,1.27,15.2,0.259,0.777,0.519,0.158,0.501,0.54,93.26,0.508,1610612762
2015-16,102.6,105.4,-2.9,0.562,1.56,16.1,0.253,0.751,0.491,0.138,0.477,0.524,95.65,0.483,1610612763
2015-16,102.9,103.6,-0.7,0.619,1.69,18.2,0.206,0.777,0.486,0.143,0.511,0.544,100.63,0.497,1610612764
2015-16,103.3,103.4,-0.2,0.512,1.44,14.9,0.27,0.793,0.521,0.137,0.491,0.522,97.39,0.486,1610612765
2015-16,105.1,101.8,3.3,0.586,1.73,16.8,0.2,0.798,0.496,0.127,0.502,0.545,97.8,0.511,1610612766
