SEASON_YEAR,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,TEAM_ID
2007-08,104,105.9,-2,0.606,1.48,17.1,0.297,0.717,0.508,0.158,0.483,0.535,93.62,0.498,1610612737
2007-08,107.6,96.2,11.5,0.614,1.47,17.8,0.266,0.744,0.519,0.163,0.522,0.569,93.3,0.581,1610612738
2007-08,103.2,103.7,-0.5,0.558,1.43,15.8,0.304,0.759,0.524,0.15,0.48,0.52,92.52,0.49,1610612739
2007-08,109,102.9,6.2,0.564,1.83,17.3,0.27,0.754,0.506,0.128,0.512,0.548,92.12,0.526,1610612740
2007-08,101,104.2,-3.2,0.606,1.51,16.8,0.289,0.731,0.502,0.152,0.47,0.515,95.73,0.48,1610612741
2007-08,108.6,103.1,5.4,0.569,1.66,16.9,0.267,0.75,0.516,0.137,0.502,0.554,92.47,0.536,1610612742
2007-08,107.6,103.2,4.4,0.612,1.68,17.8,0.255,0.721,0.493,0.143,0.51,0.557,102.32,0.529,1610612743
2007-08,109.1,106.6,2.6,0.539,1.69,16.3,0.272,0.703,0.479,0.13,0.511,0.548,101.42,0.496,1610612744
2007-08,103.9,98.8,5,0.585,1.56,16.9,0.291,0.748,0.523,0.147,0.492,0.528,92.88,0.535,1610612745
2007-08,98.8,106.4,-7.6,0.614,1.47,16.8,0.231,0.731,0.479,0.152,0.465,0.519,94.35,0.461,1610612746
2007-08,110.3,102.8,7.4,0.617,1.73,18.2,0.263,0.734,0.508,0.143,0.525,0.57,98.01,0.551,1610612747
2007-08,98.1,107.1,-9,0.585,1.37,16.4,0.221,0.719,0.466,0.157,0.482,0.522,92.5,0.445,1610612748
2007-08,102.4,109.8,-7.5,0.582,1.45,16.6,0.3,0.73,0.506,0.156,0.482,0.522,93.85,0.452,1610612749
2007-08,100.7,108.9,-8.2,0.53,1.37,15.7,0.275,0.736,0.498,0.153,0.484,0.518,94.25,0.435,1610612750
2007-08,101.4,106.6,-5.2,0.674,1.57,18.2,0.266,0.738,0.501,0.159,0.481,0.528,93.87,0.475,1610612751
2007-08,101.4,109.6,-8.2,0.516,1.29,14.7,0.286,0.727,0.499,0.151,0.475,0.518,94.07,0.44,1610612752
2007-08,109,102.7,6.3,0.558,1.45,16.5,0.234,0.748,0.502,0.149,0.537,0.575,95.63,0.529,1610612753
2007-08,103.7,104.6,-0.9,0.601,1.51,17,0.244,0.739,0.487,0.15,0.498,0.54,100.13,0.485,1610612754
2007-08,103,103.4,-0.4,0.547,1.43,16,0.318,0.72,0.517,0.152,0.482,0.522,93.08,0.5,1610612755
2007-08,111.2,104.9,6.3,0.645,1.85,19.8,0.224,0.709,0.486,0.146,0.551,0.59,99.05,0.556,1610612756
2007-08,104.1,105.5,-1.4,0.59,1.64,17.1,0.268,0.718,0.494,0.141,0.489,0.532,90.43,0.495,1610612757
2007-08,104.5,107.2,-2.7,0.515,1.19,15,0.252,0.717,0.489,0.164,0.503,0.556,97.21,0.483,1610612758
2007-08,104.7,99.5,5.2,0.585,1.66,17.3,0.234,0.771,0.506,0.139,0.504,0.543,90.83,0.533,1610612759
2007-08,97.6,106.9,-9.2,0.559,1.33,16,0.268,0.737,0.503,0.16,0.467,0.509,98.94,0.45,1610612760
2007-08,107.7,104.3,3.5,0.62,2.04,18.8,0.234,0.75,0.491,0.126,0.511,0.551,92.43,0.519,1610612761
2007-08,110.8,104,6.8,0.66,1.8,19.7,0.295,0.741,0.52,0.153,0.528,0.573,95.57,0.556,1610612762
2007-08,102.4,109.2,-6.8,0.514,1.26,15,0.238,0.734,0.483,0.155,0.5,0.539,97.49,0.451,1610612763
2007-08,106,106.8,-0.8,0.538,1.49,15.7,0.289,0.728,0.502,0.142,0.489,0.535,91.99,0.488,1610612764
2007-08,108,100,8,0.611,1.92,17.9,0.294,0.737,0.514,0.129,0.495,0.539,89.9,0.552,1610612765
2007-08,102.1,106.8,-4.7,0.591,1.45,16.7,0.256,0.71,0.482,0.154,0.492,0.532,94.07,0.469,1610612766
