SEASON_YEAR,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,TEAM_ID
1999-00,99.2,104.8,-5.7,0.516,1.22,14.7,0.317,0.71,0.513,0.162,0.46,0.503,94.41,0.462,1610612737
1999-00,102,103,-1,0.57,1.38,16.1,0.304,0.738,0.51,0.158,0.474,0.52,97.06,0.476,1610612738
1999-00,97.9,100.9,-3,0.652,1.36,17.5,0.281,0.712,0.494,0.176,0.468,0.516,98.42,0.475,1610612739
1999-00,91.2,102.3,-11.1,0.638,1.05,15.9,0.299,0.699,0.495,0.204,0.443,0.49,91.95,0.417,1610612741
1999-00,103.8,104.5,-0.7,0.567,1.61,16.8,0.255,0.661,0.459,0.14,0.49,0.532,97.39,0.493,1610612742
1999-00,100.8,102.8,-2,0.625,1.49,17.3,0.292,0.716,0.502,0.159,0.476,0.517,97.38,0.483,1610612743
1999-00,96.9,105.8,-8.9,0.618,1.42,16.5,0.326,0.691,0.497,0.161,0.444,0.484,98,0.431,1610612744
1999-00,101.6,103.1,-1.5,0.591,1.24,16.4,0.291,0.716,0.508,0.178,0.494,0.536,96.84,0.49,1610612745
1999-00,95.2,107.3,-12.2,0.514,1.12,14.3,0.261,0.696,0.471,0.167,0.458,0.499,96.48,0.411,1610612746
1999-00,104.6,95.6,9,0.612,1.68,17.6,0.306,0.731,0.521,0.145,0.484,0.525,95.83,0.573,1610612747
1999-00,102.2,97.7,4.5,0.649,1.57,18.5,0.282,0.729,0.516,0.162,0.495,0.533,92.2,0.543,1610612748
1999-00,104.9,104.9,0,0.583,1.51,17.2,0.3,0.696,0.499,0.155,0.494,0.539,95.55,0.498,1610612749
1999-00,103.4,100.2,3.2,0.684,1.94,20,0.294,0.73,0.51,0.146,0.485,0.525,94.44,0.531,1610612750
1999-00,102.3,103.3,-1,0.567,1.51,15.9,0.281,0.672,0.47,0.142,0.468,0.517,95.14,0.479,1610612751
1999-00,99.8,98.1,1.7,0.548,1.32,15.9,0.247,0.731,0.497,0.159,0.482,0.527,91.66,0.507,1610612752
1999-00,99.4,98.9,0.5,0.539,1.18,15.4,0.316,0.699,0.508,0.175,0.473,0.516,100.19,0.497,1610612753
1999-00,105.9,100.8,5.2,0.609,1.6,17.6,0.249,0.715,0.491,0.148,0.503,0.552,95.55,0.534,1610612754
1999-00,98.5,97.5,0.9,0.607,1.42,16.7,0.314,0.699,0.503,0.163,0.457,0.501,95.29,0.508,1610612755
1999-00,101.8,96.2,5.6,0.678,1.53,18.9,0.293,0.705,0.503,0.172,0.491,0.532,96.67,0.542,1610612756
1999-00,105.1,97.7,7.4,0.637,1.55,18.3,0.303,0.724,0.524,0.164,0.501,0.546,92.45,0.559,1610612757
1999-00,101.9,99.9,2,0.596,1.47,17.1,0.277,0.697,0.486,0.157,0.486,0.526,101.91,0.513,1610612758
1999-00,102.8,95.7,7.1,0.616,1.48,17.5,0.278,0.73,0.514,0.161,0.488,0.535,93.13,0.556,1610612759
1999-00,102.6,101.8,0.8,0.604,1.63,17.3,0.285,0.696,0.488,0.145,0.487,0.52,96,0.496,1610612760
1999-00,101.8,101.7,0,0.653,1.71,17.9,0.301,0.718,0.502,0.145,0.464,0.511,95.21,0.5,1610612761
1999-00,104,99.8,4.2,0.689,1.67,19.3,0.295,0.732,0.518,0.16,0.49,0.54,92.18,0.551,1610612762
1999-00,99.7,105.3,-5.6,0.588,1.23,16.3,0.301,0.706,0.502,0.179,0.474,0.524,93.53,0.457,1610612763
1999-00,100.7,104.1,-3.4,0.588,1.34,16.6,0.306,0.717,0.509,0.168,0.476,0.521,95.32,0.471,1610612764
1999-00,104.6,103.1,1.6,0.561,1.33,15.9,0.268,0.716,0.493,0.159,0.492,0.548,98.19,0.506,1610612765
1999-00,101.7,98.9,2.8,0.689,1.68,18.7,0.257,0.732,0.5,0.152,0.475,0.53,96.31,0.541,1610612766
