SEASON_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_ID
2006-07,Aaron McKie,LAL,10,130.74,11,17,0.647,0,0,0.0,0,0,0.0,1,17,18,13,4,0,8,14,22,243
2006-07,Aaron Williams,LAC,38,374.155,29,53,0.547,0,1,0.0,18,22,0.818,27,58,85,7,7,14,18,56,76,1425
2006-07,Adam Morrison,CHA,78,2325.6466666666665,355,944,0.376,87,258,0.337,120,169,0.71,54,176,230,163,28,6,130,179,917,200747
2006-07,Adonal Foyle,GSW,48,475.0133333333333,48,85,0.565,0,0,0.0,11,25,0.44,51,75,126,19,11,50,23,61,107,1502
2006-07,Adrian Griffin,CHI,54,585.0183333333333,61,129,0.473,0,6,0.0,15,19,0.789,40,69,109,59,32,4,38,78,137,1559
2006-07,Al Harrington,GSW,78,2562.665,495,1083,0.457,127,293,0.433,168,242,0.694,151,345,496,149,65,24,169,269,1285,1733
2006-07,Al Jefferson,BOS,69,2319.141666666667,453,882,0.514,0,1,0.0,201,295,0.681,237,519,756,88,48,106,136,232,1107,2744
2006-07,Alan Anderson,CHA,17,255.82166666666666,37,81,0.457,5,20,0.25,19,23,0.826,11,21,32,21,7,0,22,33,98,101187
2006-07,Alan Henderson,PHI,38,417.68833333333333,43,67,0.642,0,0,0.0,33,47,0.702,48,59,107,10,9,12,12,62,119,673
2006-07,Alexander Johnson,MEM,59,752.9383333333334,91,169,0.538,0,0,0.0,78,118,0.661,50,131,181,17,25,35,47,137,260,200792
2006-07,Allan Ray,BOS,47,709.5966666666667,100,259,0.386,48,116,0.414,42,55,0.764,18,51,69,43,20,3,42,85,290,200810
2006-07,Allen Iverson,DEN,65,2761.221666666667,581,1313,0.442,62,197,0.315,485,610,0.795,23,170,193,468,123,13,268,95,1709,947
2006-07,Alonzo Mourning,MIA,77,1571.62,238,425,0.56,0,0,0.0,185,308,0.601,126,224,350,18,13,178,129,219,661,297
2006-07,Alvin Williams,LAC,2,9.633333333333333,0,2,0.0,0,1,0.0,2,4,0.5,1,0,1,3,2,0,3,0,2,1541
2006-07,Amar'e Stoudemire,PHX,82,2689.6883333333335,607,1055,0.575,0,3,0.0,457,585,0.781,222,564,786,84,78,110,232,295,1671,2405
2006-07,Amir Johnson,DET,8,124.2,18,33,0.545,0,3,0.0,11,14,0.786,15,22,37,3,5,13,9,19,47,101161
2006-07,Anderson Varejao,CLE,81,1932.2783333333334,191,401,0.476,0,9,0.0,165,268,0.616,191,354,545,75,76,52,67,269,547,2760
2006-07,Andray Blatche,WAS,56,682.4116666666666,86,197,0.437,4,27,0.148,30,49,0.612,77,114,191,39,17,32,49,94,206,101154
2006-07,Andre Barrett,CHI,6,28.525,4,8,0.5,0,0,0.0,0,0,0.0,1,4,5,7,0,0,4,4,8,2857
2006-07,Andre Brown,SEA,38,270.9066666666667,42,74,0.568,0,1,0.0,9,15,0.6,26,48,74,2,6,4,29,26,93,2810
2006-07,Andre Iguodala,PHI,76,3061.681666666667,443,991,0.447,48,155,0.31,452,551,0.82,77,357,434,432,152,33,261,200,1386,2738
2006-07,Andre Miller,PHI,80,2965.8866666666668,424,909,0.466,5,35,0.143,222,283,0.784,97,255,352,625,110,10,222,184,1075,1889
2006-07,Andrea Bargnani,TOR,65,1629.4833333333333,267,625,0.427,100,268,0.373,117,142,0.824,52,203,255,50,32,53,107,180,751,200745
2006-07,Andreas Glyniadakis,SEA,13,80.635,8,17,0.471,0,0,0.0,1,2,0.5,2,6,8,1,0,0,9,19,17,2601
2006-07,Andrei Kirilenko,UTA,70,2049.145,197,418,0.471,16,75,0.213,174,239,0.728,88,241,329,202,74,144,135,172,584,1905
2006-07,Andres Nocioni,CHI,53,1405.825,273,584,0.467,80,209,0.383,123,145,0.848,42,259,301,57,27,24,104,164,749,2804
2006-07,Andrew Bogut,MIL,66,2258.0633333333335,348,629,0.553,1,5,0.2,112,194,0.577,168,416,584,198,49,35,150,216,809,101106
2006-07,Andrew Bynum,LAL,82,1793.7383333333332,247,443,0.558,0,3,0.0,143,214,0.668,139,345,484,94,12,128,115,249,637,101115
2006-07,Andris Biedrins,GSW,82,2382.1033333333335,348,581,0.599,0,0,0.0,87,167,0.521,251,511,762,88,67,136,119,304,783,2740
2006-07,Antawn Jamison,WAS,70,2661.1983333333333,512,1139,0.45,138,379,0.364,226,307,0.736,134,428,562,136,80,36,104,194,1388,1712
2006-07,Anthony Carter,DEN,2,37.20666666666666,3,8,0.375,0,2,0.0,0,0,0.0,0,3,3,11,0,1,6,4,6,1853
2006-07,Anthony Johnson,ATL,67,1300.0783333333334,142,343,0.414,25,73,0.342,46,61,0.754,22,79,101,201,33,3,76,119,355,1533
2006-07,Anthony Parker,TOR,73,2437.3633333333332,328,687,0.477,115,261,0.441,132,159,0.83,60,223,283,153,73,11,71,135,903,1515
2006-07,Anthony Roberson,GSW,20,226.235,44,104,0.423,21,55,0.382,2,3,0.667,2,19,21,10,12,0,13,27,111,101194
2006-07,Antoine Walker,MIA,78,1818.0466666666666,265,668,0.397,84,305,0.275,46,105,0.438,92,247,339,130,48,17,141,173,660,952
2006-07,Antoine Wright,NJN,63,1136.6866666666667,110,251,0.438,19,59,0.322,44,73,0.603,38,137,175,55,30,10,43,120,283,101120
2006-07,Antonio Daniels,WAS,80,1761.17,172,389,0.442,19,63,0.302,208,250,0.832,18,133,151,290,39,9,69,79,571,1498
2006-07,Antonio McDyess,DET,82,1728.8316666666667,284,540,0.526,0,0,0.0,96,139,0.691,165,331,496,72,61,65,75,240,664,686
2006-07,Austin Croshere,DAL,61,727.2783333333333,78,222,0.351,26,91,0.286,45,52,0.865,33,153,186,44,14,6,33,68,227,1506
2006-07,Baron Davis,GSW,63,2220.82,452,1030,0.439,85,280,0.304,275,369,0.745,51,225,276,509,135,29,193,181,1264,1884
2006-07,Ben Gordon,CHI,82,2703.5916666666667,609,1338,0.455,155,375,0.413,380,440,0.864,35,223,258,296,64,17,249,252,1753,2732
2006-07,Ben Wallace,CHI,77,2696.665,192,424,0.453,1,5,0.2,109,267,0.408,303,518,821,186,111,156,101,153,494,1112
2006-07,Beno Udrih,SAS,73,947.64,127,344,0.369,33,115,0.287,53,60,0.883,11,71,82,122,27,1,56,70,340,2757
2006-07,Bernard Robinson,NJN,31,278.2416666666667,19,62,0.306,0,2,0.0,23,27,0.852,10,38,48,19,17,2,16,32,61,2774
2006-07,Bo Outlaw,ORL,41,459.8833333333333,34,51,0.667,0,0,0.0,13,22,0.591,47,59,106,16,17,6,21,57,81,448
