SEASON_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_ID
2001-02,A.J. Guyton,CHI,45,603.93,88,244,0.361,46,123,0.374,22,27,0.815,12,32,44,81,10,7,37,23,244,2062
2001-02,Aaron McKie,PHI,48,1469.0133333333333,220,490,0.449,51,128,0.398,96,122,0.787,26,166,192,179,56,14,93,74,587,243
2001-02,Aaron Williams,NJN,82,1549.9183333333333,231,439,0.526,0,2,0.0,130,186,0.699,115,224,339,77,29,76,79,212,592,1425
2001-02,Adonal Foyle,GSW,79,1485.29,171,385,0.444,0,0,0.0,37,93,0.398,150,234,384,41,36,168,76,179,379,1502
2001-02,Adrian Griffin,DAL,58,1386.62,179,359,0.499,16,54,0.296,41,49,0.837,68,161,229,106,75,12,42,142,415,1559
2001-02,Al Harrington,IND,44,1309.4516666666666,230,484,0.475,1,3,0.333,115,144,0.799,96,180,276,54,41,21,78,166,576,1733
2001-02,Alan Henderson,ATL,26,422.11,59,116,0.509,1,1,1.0,24,45,0.533,31,66,97,11,11,15,21,40,143,673
2001-02,Allan Houston,NYK,77,2915.17,568,1301,0.437,136,346,0.393,295,339,0.87,37,215,252,190,54,10,170,182,1567,275
2001-02,Allen Iverson,PHI,60,2624.165,665,1669,0.398,78,268,0.291,475,585,0.812,44,225,269,331,168,13,237,102,1883,947
2001-02,Alonzo Mourning,MIA,75,2453.2233333333334,447,866,0.516,1,3,0.333,283,431,0.657,182,450,632,87,27,186,182,258,1178,297
2001-02,Alton Ford,PHX,53,449.655,61,118,0.517,0,0,0.0,42,57,0.737,32,75,107,7,6,7,32,99,164,2228
2001-02,Alvin Jones,PHI,23,124.57333333333334,8,20,0.4,0,0,0.0,10,20,0.5,13,23,36,3,3,9,11,35,26,2264
2001-02,Alvin Williams,TOR,82,2932.87,403,971,0.415,62,193,0.321,103,140,0.736,58,223,281,468,135,26,150,191,971,1541
2001-02,Amal McCaskill,SAS,27,153.22166666666666,20,49,0.408,0,0,0.0,12,26,0.462,16,20,36,4,6,10,14,23,52,1043
2001-02,Andre Miller,CLE,81,3019.3316666666665,474,1045,0.454,22,87,0.253,365,447,0.817,108,271,379,882,126,34,245,228,1335,1889
2001-02,Andrei Kirilenko,UTA,82,2153.673333333333,285,633,0.45,25,100,0.25,285,371,0.768,149,253,402,94,116,159,108,156,880,1905
2001-02,Andrew DeClercq,ORL,61,634.5433333333333,67,149,0.45,0,0,0.0,28,50,0.56,74,89,163,22,23,23,34,130,162,692
2001-02,Anfernee Hardaway,PHX,80,2464.8733333333334,389,931,0.418,23,83,0.277,158,195,0.81,98,252,350,324,122,32,189,184,959,358
2001-02,Ansu Sesay,SEA,9,141.07666666666665,22,44,0.5,0,0,0.0,14,20,0.7,7,13,20,8,3,2,2,18,58,1738
2001-02,Antawn Jamison,GSW,82,3033.1766666666667,614,1375,0.447,68,210,0.324,323,440,0.734,211,345,556,161,70,45,161,187,1619,1712
2001-02,Anthony Carter,MIA,46,1050.4883333333332,89,260,0.342,1,19,0.053,19,36,0.528,19,98,117,214,50,3,72,85,198,1853
2001-02,Anthony Johnson,NJN,34,366.0683333333333,37,90,0.411,4,12,0.333,16,25,0.64,10,19,29,48,31,1,20,30,94,1533
2001-02,Anthony Mason,MIL,82,3139.51,316,626,0.505,1,1,1.0,154,221,0.697,124,522,646,346,57,22,130,187,787,193
2001-02,Anthony Peeler,MIN,82,2060.391666666667,288,684,0.421,111,283,0.392,50,58,0.862,37,169,206,177,61,11,76,137,737,324
2001-02,Antoine Walker,BOS,81,3406.435,666,1689,0.394,222,645,0.344,240,324,0.741,150,564,714,407,122,38,251,237,1794,952
2001-02,Antonio Daniels,SAS,82,2169.815,269,612,0.44,57,196,0.291,158,210,0.752,23,153,176,228,48,12,70,104,753,1498
2001-02,Antonio Davis,TOR,77,2976.945,410,963,0.426,0,1,0.0,293,358,0.818,254,486,740,155,54,83,159,225,1113,213
2001-02,Antonio Harvey,SEA,5,47.58833333333333,4,12,0.333,0,0,0.0,1,2,0.5,5,4,9,5,1,3,3,8,9,176
2001-02,Antonio McDyess,DEN,10,235.06833333333333,43,75,0.573,0,0,0.0,27,33,0.818,18,37,55,18,10,8,20,20,113,686
2001-02,Antonis Fotsis,MEM,28,317.35,42,104,0.404,7,23,0.304,17,20,0.85,25,37,62,10,9,11,21,22,108,2238
2001-02,Art Long,SEA,63,988.665,120,244,0.492,0,0,0.0,45,85,0.529,107,144,251,41,22,28,63,180,285,1609
2001-02,Austin Croshere,IND,76,1282.7233333333334,185,448,0.413,49,145,0.338,97,114,0.851,74,220,294,77,26,29,67,106,516,1506
2001-02,Avery Johnson,DAL,68,1353.5183333333334,207,432,0.479,0,5,0.0,121,163,0.742,14,55,69,286,40,9,76,86,535,422
2001-02,Baron Davis,CHH,82,3319.965,559,1341,0.417,170,478,0.356,196,338,0.58,93,256,349,698,172,47,246,241,1484,1884
2001-02,Ben Wallace,DET,80,2918.931666666667,255,480,0.531,0,3,0.0,99,234,0.423,318,721,1039,115,138,278,70,178,609,1112
2001-02,Bimbo Coles,CLE,47,693.685,56,146,0.384,4,20,0.2,33,37,0.892,12,43,55,107,13,4,31,59,149,902
2001-02,Bo Outlaw,PHX,83,1928.545,166,299,0.555,1,2,0.5,43,102,0.422,147,217,364,127,70,92,96,205,376,448
2001-02,Bob Sura,GSW,78,1783.7466666666667,250,590,0.424,42,133,0.316,236,328,0.72,89,167,256,275,88,17,133,160,778,682
2001-02,Bobby Jackson,SAC,81,1752.5366666666666,334,754,0.443,79,219,0.361,149,184,0.81,82,169,251,164,73,11,93,145,896,1517
2001-02,Bobby Simmons,WAS,30,339.69666666666666,43,95,0.453,4,14,0.286,22,30,0.733,25,27,52,17,13,5,14,31,112,2250
2001-02,Bonzi Wells,POR,74,2350.475,487,1039,0.469,66,172,0.384,215,290,0.741,121,323,444,204,113,25,191,208,1255,1719
2001-02,Brad Miller,IND,76,2264.075,366,733,0.499,3,7,0.429,297,383,0.775,252,369,621,152,76,41,115,244,1032,1802
2001-02,Brandon Armstrong,NJN,35,194.78833333333333,27,85,0.318,5,17,0.294,5,10,0.5,10,6,16,8,7,1,8,26,64,2220
2001-02,Brendan Haywood,WAS,62,1266.54,109,221,0.493,0,0,0.0,97,160,0.606,143,179,322,29,21,91,50,158,315,2217
2001-02,Brent Barry,SEA,81,3038.235,401,790,0.508,164,387,0.424,198,234,0.846,58,383,441,426,147,37,165,182,1164,699
2001-02,Brent Price,SAC,20,88.695,9,27,0.333,4,15,0.267,9,13,0.692,4,4,8,9,3,1,10,13,31,85
2001-02,Brevin Knight,MEM,53,1149.3166666666666,141,334,0.422,2,8,0.25,87,115,0.757,11,98,109,302,79,7,111,135,371,1510
2001-02,Brian Cardinal,DET,8,42.583333333333336,6,13,0.462,3,7,0.429,2,2,1.0,2,4,6,2,1,0,0,5,17,2073
2001-02,Brian Grant,MIA,72,2256.3783333333336,286,610,0.469,0,2,0.0,101,119,0.849,168,407,575,137,48,31,122,236,673,258
2001-02,Brian Scalabrine,NJN,28,291.41333333333336,23,67,0.343,3,10,0.3,11,15,0.733,12,39,51,21,9,2,24,39,60,2243
2001-02,Brian Shaw,LAL,58,628.1316666666667,61,173,0.353,29,88,0.33,18,26,0.692,19,93,112,89,25,3,32,43,169,216
2001-02,Brian Skinner,CLE,65,1107.8783333333333,88,162,0.543,0,0,0.0,48,79,0.608,93,188,281,17,24,61,42,130,224,1730
2001-02,Bruce Bowen,SAS,59,1699.02,155,398,0.389,56,148,0.378,46,96,0.479,42,120,162,88,62,25,66,116,412,1477
