SEASON,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,TEAM_ID
1996-97,Atlanta Hawks,82,56,26,0.683,4076.4383333333335,2812,6307,0.446,659,1833,0.36,1491,1955,0.763,1021,2350,3371,1557,1228.0,701,427,332,1506,5,7774,446.0,1610612737
1996-97,Boston Celtics,82,15,67,0.183,4110.655,3066,6967,0.44,467,1331,0.351,1649,2199,0.75,1094,2188,3282,1792,1342.0,811,315,557,1779,9,8248,-601.0,1610612738
1996-97,Charlotte Hornets,82,54,28,0.659,4086.335,2988,6341,0.471,591,1382,0.428,1541,1984,0.777,910,2298,3208,2021,1203.0,597,349,335,1628,15,8108,153.0,1610612766
1996-97,Chicago Bulls,82,69,13,0.841,4068.7816666666668,3277,6923,0.473,523,1403,0.373,1381,1848,0.747,1235,2461,3696,2142,1109.0,717,332,286,1507,17,8458,886.0,1610612741
1996-97,Cleveland Cavaliers,82,42,40,0.512,4115.428333333333,2704,5972,0.453,483,1284,0.376,1282,1773,0.723,909,2159,3068,1714,1188.0,657,315,350,1728,20,7173,151.0,1610612739
1996-97,Dallas Mavericks,82,24,58,0.293,4090.83,2812,6451,0.436,429,1315,0.326,1375,1918,0.717,1039,2263,3302,1662,1323.0,654,351,433,1678,15,7428,-522.0,1610612742
1996-97,Denver Nuggets,82,21,61,0.256,4116.966666666666,2934,6687,0.439,636,1711,0.372,1516,1992,0.761,994,2452,3446,1889,1359.0,504,487,453,1669,19,8020,-515.0,1610612743
1996-97,Detroit Pistons,82,54,28,0.659,4090.8883333333333,2827,6095,0.464,582,1499,0.388,1487,1995,0.745,858,2291,3149,1554,1042.0,633,283,281,1524,15,7723,430.0,1610612765
1996-97,Golden State Warriors,82,30,52,0.366,4108.676666666666,2996,6566,0.456,481,1363,0.353,1696,2180,0.778,1086,2258,3344,1821,1410.0,612,359,395,1660,5,8169,-388.0,1610612744
1996-97,Houston Rockets,82,57,25,0.695,4089.153333333333,3037,6484,0.468,671,1839,0.365,1503,1992,0.755,927,2565,3492,2013,1365.0,688,347,365,1506,15,8248,367.0,1610612745
1996-97,Indiana Pacers,82,39,43,0.476,4132.256666666667,2851,6254,0.456,430,1130,0.381,1687,2336,0.722,1029,2389,3418,1750,1338.0,585,394,418,1813,28,7819,80.0,1610612754
1996-97,Los Angeles Clippers,82,36,46,0.439,4123.706666666667,2989,6696,0.446,474,1339,0.354,1517,2074,0.731,1092,2242,3334,1662,1311.0,733,441,419,1864,10,7969,-193.0,1610612746
1996-97,Los Angeles Lakers,82,56,26,0.683,4121.368333333333,3018,6642,0.454,551,1500,0.367,1613,2330,0.692,1092,2414,3506,1844,1222.0,740,575,388,1698,9,8200,350.0,1610612747
1996-97,Miami Heat,82,61,21,0.744,4100.8516666666665,2822,6235,0.453,678,1865,0.364,1454,2022,0.719,957,2401,3358,1735,1306.0,651,439,392,1741,21,7776,450.0,1610612748
1996-97,Milwaukee Bucks,82,33,49,0.402,4078.358333333333,2967,6303,0.471,324,920,0.352,1560,2104,0.741,955,2263,3218,1610,1285.0,634,348,392,1773,11,7818,-155.0,1610612749
1996-97,Minnesota Timberwolves,82,40,42,0.488,4087.5916666666667,2937,6435,0.456,371,1092,0.34,1637,2180,0.751,957,2302,3259,1874,1243.0,618,557,444,1699,13,7882,-121.0,1610612750
1996-97,New Jersey Nets,82,26,56,0.317,4078.4533333333334,2994,7091,0.422,484,1371,0.353,1502,2031,0.74,1410,2376,3786,1726,1290.0,678,481,516,1736,14,7974,-374.0,1610612751
1996-97,New York Knicks,82,57,25,0.695,4125.016666666666,2882,6227,0.463,470,1294,0.363,1585,2119,0.748,973,2516,3489,1809,1462.0,630,378,295,1862,14,7819,256.0,1610612752
1996-97,Orlando Magic,82,45,37,0.549,4087.943333333333,2839,6497,0.437,567,1662,0.341,1474,1975,0.746,1071,2221,3292,1689,1250.0,697,362,417,1564,9,7719,-29.0,1610612753
1996-97,Philadelphia 76ers,82,22,60,0.268,4071.365,3003,6850,0.438,433,1356,0.319,1776,2450,0.725,1267,2355,3622,1695,1437.0,683,394,494,1632,8,8215,-536.0,1610612755
1996-97,Phoenix Suns,82,40,42,0.488,4090.0016666666666,3143,6705,0.469,527,1428,0.369,1618,2125,0.761,916,2376,3292,2067,1180.0,664,322,372,1635,9,8431,54.0,1610612756
1996-97,Portland Trail Blazers,82,49,33,0.598,4111.315,3000,6465,0.464,501,1401,0.358,1613,2261,0.713,1058,2493,3551,1709,1357.0,640,434,428,1767,15,8114,342.0,1610612757
1996-97,Sacramento Kings,82,34,48,0.415,4100.348333333333,2999,6610,0.454,414,1058,0.391,1494,2065,0.723,1100,2306,3406,1799,1332.0,588,362,429,1872,9,7906,-277.0,1610612758
1996-97,San Antonio Spurs,82,20,62,0.244,4074.1666666666665,2826,6390,0.442,378,1180,0.32,1386,1929,0.719,1101,2129,3230,1661,1243.0,646,431,448,1628,13,7416,-646.0,1610612759
1996-97,Seattle SuperSonics,82,57,25,0.695,4093.4416666666666,2994,6413,0.467,559,1583,0.353,1725,2295,0.752,1010,2270,3280,1929,1231.0,904,388,423,1699,14,8272,633.0,1610612760
1996-97,Toronto Raptors,82,30,52,0.366,4091.786666666667,2897,6632,0.437,589,1624,0.363,1446,2008,0.72,1135,2254,3389,1714,1347.0,723,517,442,1801,7,7829,-256.0,1610612761
1996-97,Utah Jazz,82,64,18,0.78,4122.558333333333,3131,6216,0.504,334,902,0.37,1858,2416,0.769,889,2410,3299,2199,1259.0,748,418,373,1857,18,8454,721.0,1610612762
1996-97,Vancouver Grizzlies,82,14,68,0.171,4075.805,2819,6453,0.437,445,1274,0.349,1230,1734,0.709,1023,2155,3178,1862,1302.0,658,464,461,1641,5,7313,-839.0,1610612763
1996-97,Washington Bullets,82,44,38,0.537,4100.316666666667,3208,6678,0.48,331,1001,0.331,1400,1979,0.707,1011,2419,3430,1921,1290.0,715,402,334,1694,16,8147,133.0,1610612764
1997-98,Atlanta Hawks,82,50,32,0.61,3976.0,2887,6352,0.455,337,1016,0.332,1749,2314,0.756,1106,2416,3522,1569,1214.0,648,491,372,1671,13,7860,288.0,1610612737
1997-98,Boston Celtics,82,36,46,0.439,3946.0,3012,6934,0.434,415,1249,0.332,1425,1964,0.726,1196,2044,3240,1816,1330.0,987,366,406,2200,15,7864,-215.0,1610612738
1997-98,Charlotte Hornets,82,51,31,0.622,3956.0,2968,6344,0.468,346,904,0.383,1641,2186,0.751,985,2341,3326,1941,1247.0,691,312,372,1757,25,7923,164.0,1610612766
1997-98,Chicago Bulls,82,62,20,0.756,3970.8,3064,6801,0.451,311,962,0.323,1492,2009,0.743,1243,2438,3681,1952,1178.0,695,353,356,1690,13,7931,583.0,1610612741
1997-98,Cleveland Cavaliers,82,47,35,0.573,3965.975,2817,6207,0.454,298,801,0.372,1653,2187,0.756,955,2331,3286,1894,1422.0,814,419,455,1939,11,7585,224.0,1610612739
1997-98,Dallas Mavericks,82,20,62,0.244,3983.9466666666667,2882,6753,0.427,422,1183,0.357,1308,1738,0.753,1008,2280,3288,1535,1183.0,646,466,374,1642,13,7494,-501.0,1610612742
1997-98,Denver Nuggets,82,11,71,0.134,3945.885,2677,6410,0.418,288,893,0.323,1658,2147,0.772,1040,2157,3197,1547,1312.0,664,392,535,1936,16,7300,-966.0,1610612743
1997-98,Detroit Pistons,82,37,45,0.451,3994.585,2862,6373,0.449,293,938,0.312,1704,2288,0.745,1044,2338,3382,1597,1198.0,678,344,382,1799,13,7721,129.0,1610612765
1997-98,Golden State Warriors,82,19,63,0.232,3966.0,2845,6883,0.413,189,696,0.272,1358,1912,0.71,1288,2473,3761,1708,1369.0,621,448,478,1858,8,7237,-748.0,1610612744
1997-98,Houston Rockets,82,41,41,0.5,3968.8366666666666,2946,6513,0.452,573,1670,0.343,1634,2120,0.771,987,2350,3337,1799,1298.0,686,294,365,1653,14,8099,-62.0,1610612745
1997-98,Indiana Pacers,82,58,24,0.707,3966.0,2921,6223,0.469,401,1029,0.39,1631,2136,0.764,874,2348,3222,1889,1168.0,645,368,366,1858,10,7874,499.0,1610612754
1997-98,Los Angeles Clippers,82,17,65,0.207,3956.0,2930,6690,0.438,525,1468,0.358,1480,2047,0.723,1040,2276,3316,1533,1323.0,625,456,412,1827,9,7865,-604.0,1610612746
1997-98,Los Angeles Lakers,82,61,21,0.744,3965.9816666666666,3146,6536,0.481,497,1415,0.351,1861,2741,0.679,1079,2471,3550,2009,1256.0,734,556,423,1859,9,8650,635.0,1610612747
1997-98,Miami Heat,82,55,27,0.671,3951.0,2850,6327,0.45,548,1544,0.355,1539,2082,0.739,1028,2419,3447,1758,1226.0,665,429,370,1982,14,7787,404.0,1610612748
1997-98,Milwaukee Bucks,82,36,46,0.439,3986.0,2918,6399,0.456,249,703,0.354,1663,2167,0.767,1035,2236,3271,1649,1383.0,733,357,398,1915,16,7748,-157.0,1610612749
1997-98,Minnesota Timberwolves,82,45,37,0.549,3989.8966666666665,3157,6844,0.461,303,873,0.347,1673,2253,0.743,1063,2429,3492,2068,1138.0,639,427,412,1878,21,8290,58.0,1610612750
1997-98,New Jersey Nets,82,43,39,0.524,3976.0,3055,6928,0.441,310,937,0.331,1750,2351,0.744,1344,2137,3481,1685,1180.0,777,314,515,1917,21,8170,129.0,1610612751
1997-98,New York Knicks,82,43,39,0.524,3966.0,2861,6407,0.447,382,1139,0.335,1399,1812,0.772,977,2433,3410,1784,1247.0,634,278,313,1946,21,7503,202.0,1610612752
1997-98,Orlando Magic,82,41,41,0.5,3969.55,2771,6455,0.429,293,907,0.323,1552,2138,0.726,1178,2203,3381,1694,1258.0,649,441,388,1614,17,7387,-88.0,1610612753
1997-98,Philadelphia 76ers,82,31,51,0.378,3950.975,2837,6407,0.443,243,810,0.3,1734,2352,0.737,1125,2292,3417,1729,1356.0,729,489,507,1877,8,7651,-196.0,1610612755
1997-98,Phoenix Suns,82,56,26,0.683,3996.661666666667,3138,6710,0.468,431,1211,0.356,1459,1948,0.749,991,2452,3443,2124,1236.0,756,429,323,1763,16,8166,425.0,1610612756
1997-98,Portland Trail Blazers,82,46,36,0.561,3966.0,2885,6397,0.451,324,1047,0.309,1640,2226,0.737,1086,2522,3608,1766,1383.0,585,464,445,1859,14,7734,115.0,1610612757
1997-98,Sacramento Kings,82,27,55,0.329,3946.0,2957,6684,0.442,283,806,0.351,1440,2096,0.687,1094,2304,3398,1836,1271.0,596,420,466,1810,4,7637,-458.0,1610612758
1997-98,San Antonio Spurs,82,56,26,0.683,3966.0,2898,6187,0.468,302,863,0.35,1489,2164,0.688,984,2638,3622,1839,1318.0,516,568,378,1731,13,7587,327.0,1610612759
1997-98,Seattle SuperSonics,82,61,21,0.744,3952.798333333333,3050,6456,0.472,620,1570,0.395,1521,2109,0.721,931,2223,3154,1985,1145.0,804,375,403,1806,17,8241,588.0,1610612760
1997-98,Toronto Raptors,82,16,66,0.195,3986.0,2964,6812,0.435,371,1085,0.342,1479,2060,0.718,1187,2149,3336,1746,1371.0,769,663,514,1851,9,7778,-760.0,1610612761
1997-98,Utah Jazz,82,62,20,0.756,3955.9983333333334,2993,6113,0.49,249,670,0.372,2044,2644,0.773,962,2405,3367,2070,1259.0,648,412,423,1961,24,8279,536.0,1610612762
1997-98,Vancouver Grizzlies,82,19,63,0.232,3966.0,3006,6567,0.458,325,898,0.362,1586,2145,0.739,1081,2313,3394,1960,1405.0,614,349,538,1809,16,7923,-599.0,1610612763
1997-98,Washington Wizards,82,42,40,0.512,3961.0,3080,6811,0.452,320,944,0.339,1489,2156,0.691,1121,2341,3462,1900,1156.0,689,379,372,1839,16,7969,48.0,1610612764
1998-99,Atlanta Hawks,50,31,19,0.62,2414.55,1539,3759,0.409,197,644,0.306,1040,1422,0.731,675,1499,2174,781,744.0,346,260,243,986,8,4315,145.0,1610612737
1998-99,Boston Celtics,50,19,31,0.38,2429.9983333333334,1816,4164,0.436,273,758,0.36,745,1077,0.692,680,1458,2138,1073,807.0,453,254,253,1193,6,4650,-93.0,1610612738
1998-99,Charlotte Hornets,50,26,24,0.52,2430.0,1671,3718,0.449,268,735,0.365,1034,1384,0.747,480,1493,1973,1110,796.0,443,247,232,1101,6,4644,-5.0,1610612766
1998-99,Chicago Bulls,50,13,37,0.26,2414.2683333333334,1539,3836,0.401,177,611,0.29,840,1185,0.709,573,1394,1967,1017,774.0,436,169,285,1112,6,4095,-473.0,1610612741
1998-99,Cleveland Cavaliers,50,22,28,0.44,2410.0,1562,3561,0.439,182,534,0.341,1016,1356,0.749,472,1316,1788,1093,785.0,452,203,282,1208,6,4322,-86.0,1610612739
1998-99,Dallas Mavericks,50,19,31,0.38,2414.6666666666665,1749,4032,0.434,202,595,0.339,881,1210,0.728,645,1478,2123,921,692.0,352,292,244,1065,6,4581,-120.0,1610612742
1998-99,Denver Nuggets,50,14,36,0.28,2405.0,1681,3989,0.421,302,922,0.328,1010,1325,0.762,647,1391,2038,969,739.0,376,275,274,1145,6,4674,-330.0,1610612743
1998-99,Detroit Pistons,50,29,21,0.58,2409.7166666666667,1660,3716,0.447,248,679,0.365,950,1283,0.74,605,1412,2017,1009,790.0,444,208,225,1139,6,4518,171.0,1610612765
1998-99,Golden State Warriors,50,21,29,0.42,2425.0,1730,4173,0.415,162,565,0.287,794,1175,0.676,816,1559,2375,1037,768.0,414,221,304,1270,6,4416,-125.0,1610612744
1998-99,Houston Rockets,50,31,19,0.62,2415.0,1755,3798,0.462,336,914,0.368,865,1187,0.729,536,1540,2076,1058,812.0,386,260,245,960,3,4711,116.0,1610612745
1998-99,Indiana Pacers,50,33,17,0.66,2420.0,1731,3866,0.448,294,799,0.368,977,1228,0.796,574,1452,2026,1005,649.0,316,223,238,1082,10,4733,187.0,1610612754
1998-99,Los Angeles Clippers,50,9,41,0.18,2425.0,1711,4007,0.427,214,668,0.32,883,1225,0.721,665,1293,1958,820,796.0,424,236,289,1223,5,4519,-441.0,1610612746
1998-99,Los Angeles Lakers,50,31,19,0.62,2410.0,1841,3935,0.468,241,685,0.352,1027,1503,0.683,617,1482,2099,1095,754.0,389,287,196,1231,4,4950,151.0,1610612747
1998-99,Miami Heat,50,33,17,0.66,2405.0,1616,3565,0.453,289,804,0.359,928,1262,0.735,503,1512,2015,1019,744.0,327,304,188,1035,5,4449,248.0,1610612748
1998-99,Milwaukee Bucks,50,28,22,0.56,2410.0,1753,3818,0.459,231,619,0.373,847,1155,0.733,570,1369,1939,1030,719.0,442,202,194,1141,9,4584,83.0,1610612749
1998-99,Minnesota Timberwolves,50,25,25,0.5,2405.0,1838,4327,0.425,122,410,0.298,849,1143,0.743,754,1392,2146,1218,641.0,426,272,262,1185,5,4647,19.0,1610612750
1998-99,New Jersey Nets,50,16,34,0.32,2410.0,1690,4158,0.406,225,679,0.331,962,1251,0.769,715,1436,2151,922,750.0,491,273,326,1132,8,4567,-189.0,1610612751
1998-99,New York Knicks,50,27,23,0.54,2420.0,1610,3704,0.435,208,589,0.353,892,1218,0.732,551,1510,2061,963,804.0,395,262,215,1140,8,4320,51.0,1610612752
1998-99,Orlando Magic,50,33,17,0.66,2410.0,1687,3943,0.428,223,675,0.33,876,1252,0.7,688,1445,2133,1067,819.0,496,213,239,935,5,4473,130.0,1610612753
1998-99,Philadelphia 76ers,50,28,22,0.56,2430.0,1656,3883,0.426,98,371,0.264,1073,1486,0.722,729,1428,2157,934,822.0,542,271,263,1152,6,4483,103.0,1610612755
1998-99,Phoenix Suns,50,27,23,0.54,2410.0,1797,4004,0.449,261,702,0.372,924,1215,0.76,598,1418,2016,1249,681.0,444,200,205,1022,6,4779,113.0,1610612756
1998-99,Portland Trail Blazers,50,35,15,0.7,2434.6666666666665,1747,3956,0.442,246,675,0.364,1002,1349,0.743,646,1570,2216,1073,771.0,411,290,244,1126,8,4742,318.0,1610612757
1998-99,Sacramento Kings,50,27,23,0.54,2440.0,1918,4307,0.445,290,943,0.308,883,1293,0.683,706,1573,2279,1129,842.0,444,232,221,1016,8,5009,-21.0,1610612758
